Ref_Date,GEO,FOOD,COMMODITY,Vector,Coordinate,Value
1972,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.83
1973,Canada,Food available,Peas frozen,v110097,1.1.313,1.13
1973,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.88
1974,Canada,Food available,Peas frozen,v110097,1.1.313,1.12
1974,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.87
1975,Canada,Food available,Peas frozen,v110097,1.1.313,1.10
1975,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.86
1976,Canada,Food available,Peas frozen,v110097,1.1.313,1.07
1976,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.83
1977,Canada,Food available,Peas frozen,v110097,1.1.313,1.10
1977,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.86
1978,Canada,Food available,Peas frozen,v110097,1.1.313,1.20
1978,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.94
1979,Canada,Food available,Peas frozen,v110097,1.1.313,1.19
1979,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.93
1980,Canada,Food available,Peas frozen,v110097,1.1.313,1.42
1980,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,1.10
1981,Canada,Food available,Peas frozen,v110097,1.1.313,1.21
1981,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.94
1982,Canada,Food available,Peas frozen,v110097,1.1.313,1.45
1982,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,1.13
1983,Canada,Food available,Peas frozen,v110097,1.1.313,0.88
1983,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.69
1984,Canada,Food available,Peas frozen,v110097,1.1.313,1.17
1984,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.91
1985,Canada,Food available,Peas frozen,v110097,1.1.313,1.10
1985,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.86
1986,Canada,Food available,Peas frozen,v110097,1.1.313,0.95
1986,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.74
1987,Canada,Food available,Peas frozen,v110097,1.1.313,1.48
1987,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,1.16
1988,Canada,Food available,Peas frozen,v110097,1.1.313,1.10
1988,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.86
1989,Canada,Food available,Peas frozen,v110097,1.1.313,1.16
1989,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.91
1990,Canada,Food available,Peas frozen,v110097,1.1.313,1.13
1990,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.88
1991,Canada,Food available,Peas frozen,v110097,1.1.313,1.28
1991,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,1.00
1992,Canada,Food available,Peas frozen,v110097,1.1.313,1.03
1992,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.80
1993,Canada,Food available,Peas frozen,v110097,1.1.313,1.02
1993,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.80
1994,Canada,Food available,Peas frozen,v110097,1.1.313,1.21
1994,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.95
1995,Canada,Food available,Peas frozen,v110097,1.1.313,1.12
1995,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.87
1996,Canada,Food available,Peas frozen,v110097,1.1.313,1.18
1996,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.92
1997,Canada,Food available,Peas frozen,v110097,1.1.313,1.20
1997,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.94
1998,Canada,Food available,Peas frozen,v110097,1.1.313,1.25
1998,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.98
1999,Canada,Food available,Peas frozen,v110097,1.1.313,1.18
1999,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.92
2000,Canada,Food available,Peas frozen,v110097,1.1.313,1.21
2000,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.95
2001,Canada,Food available,Peas frozen,v110097,1.1.313,1.18
2001,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.92
2002,Canada,Food available,Peas frozen,v110097,1.1.313,0.99
2002,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.77
2003,Canada,Food available,Peas frozen,v110097,1.1.313,1.16
2003,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.90
2004,Canada,Food available,Peas frozen,v110097,1.1.313,1.13
2004,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.88
2005,Canada,Food available,Peas frozen,v110097,1.1.313,0.98
2005,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.77
2006,Canada,Food available,Peas frozen,v110097,1.1.313,0.83
2006,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.59
2007,Canada,Food available,Peas frozen,v110097,1.1.313,0.71
2007,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.51
2008,Canada,Food available,Peas frozen,v110097,1.1.313,0.73
2008,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.52
2009,Canada,Food available,Peas frozen,v110097,1.1.313,0.63
2009,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.45
2010,Canada,Food available,Peas frozen,v110097,1.1.313,0.59
2010,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.42
2011,Canada,Food available,Peas frozen,v110097,1.1.313,0.64
2011,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.46
2012,Canada,Food available,Peas frozen,v110097,1.1.313,0.79
2012,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.56
2013,Canada,Food available,Peas frozen,v110097,1.1.313,0.67
2013,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.48
2014,Canada,Food available,Peas frozen,v110097,1.1.313,0.71
2014,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.51
2015,Canada,Food available,Peas frozen,v110097,1.1.313,0.71
2015,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.51
2016,Canada,Food available,Peas frozen,v110097,1.1.313,0.69
2016,Canada,Food available adjusted for losses,Peas frozen,v41356753,1.2.313,0.49
1960,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.86
1961,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.91
1962,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.65
1963,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.88
1964,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.93
1965,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.03
1966,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.10
1967,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.10
1968,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.24
1969,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.11
1970,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.14
1971,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.07
1972,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.16
1973,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.23
1974,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.22
1975,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.19
1976,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.16
1977,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.20
1978,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.31
1979,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.30
1980,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.54
1981,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.32
1982,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.58
1983,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.96
1984,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.28
1985,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.20
1986,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.03
1987,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.62
1988,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.20
1989,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.27
1990,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.23
1991,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.40
1992,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.12
1993,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.12
1994,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.32
1995,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.22
1996,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.29
1997,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.31
1998,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.37
1999,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.29
2000,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.32
2001,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.28
2002,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.08
2003,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.26
2004,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.23
2005,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,1.07
2006,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.91
2007,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.77
2008,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.79
2009,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.69
2010,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.65
2011,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.70
2012,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.86
2013,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.73
2014,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.77
2015,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.78
2016,Canada,Food available,"Peas frozen, fresh equivalent",v110098,1.1.314,0.75
1960,Canada,Food available,Peppers fresh,v110109,1.1.315,0.12
1960,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.07
1961,Canada,Food available,Peppers fresh,v110109,1.1.315,0.48
1961,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.28
1962,Canada,Food available,Peppers fresh,v110109,1.1.315,0.51
1962,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.29
1963,Canada,Food available,Peppers fresh,v110109,1.1.315,0.58
1963,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.33
1964,Canada,Food available,Peppers fresh,v110109,1.1.315,0.47
1964,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.27
1965,Canada,Food available,Peppers fresh,v110109,1.1.315,0.52
1965,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.30
1966,Canada,Food available,Peppers fresh,v110109,1.1.315,0.56
1966,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.32
1967,Canada,Food available,Peppers fresh,v110109,1.1.315,0.72
1967,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.42
1968,Canada,Food available,Peppers fresh,v110109,1.1.315,0.78
1968,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.45
1969,Canada,Food available,Peppers fresh,v110109,1.1.315,0.90
1969,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.52
1970,Canada,Food available,Peppers fresh,v110109,1.1.315,0.73
1970,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.42
1971,Canada,Food available,Peppers fresh,v110109,1.1.315,0.78
1971,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.45
1972,Canada,Food available,Peppers fresh,v110109,1.1.315,1.00
1972,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.58
1973,Canada,Food available,Peppers fresh,v110109,1.1.315,0.94
1973,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.54
1974,Canada,Food available,Peppers fresh,v110109,1.1.315,0.94
1974,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.54
1975,Canada,Food available,Peppers fresh,v110109,1.1.315,1.14
1975,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.66
1976,Canada,Food available,Peppers fresh,v110109,1.1.315,1.26
1976,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.73
1977,Canada,Food available,Peppers fresh,v110109,1.1.315,1.30
1977,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.75
1978,Canada,Food available,Peppers fresh,v110109,1.1.315,1.41
1978,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.82
1979,Canada,Food available,Peppers fresh,v110109,1.1.315,1.52
1979,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.88
1980,Canada,Food available,Peppers fresh,v110109,1.1.315,1.53
1980,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.88
1981,Canada,Food available,Peppers fresh,v110109,1.1.315,1.65
1981,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,0.95
1982,Canada,Food available,Peppers fresh,v110109,1.1.315,1.91
1982,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.10
1983,Canada,Food available,Peppers fresh,v110109,1.1.315,1.97
1983,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.13
1984,Canada,Food available,Peppers fresh,v110109,1.1.315,1.95
1984,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.13
1985,Canada,Food available,Peppers fresh,v110109,1.1.315,2.27
1985,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.31
1986,Canada,Food available,Peppers fresh,v110109,1.1.315,2.34
1986,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.35
1987,Canada,Food available,Peppers fresh,v110109,1.1.315,2.53
1987,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.46
1988,Canada,Food available,Peppers fresh,v110109,1.1.315,2.60
1988,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.50
1989,Canada,Food available,Peppers fresh,v110109,1.1.315,2.48
1989,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.43
1990,Canada,Food available,Peppers fresh,v110109,1.1.315,2.51
1990,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.45
1991,Canada,Food available,Peppers fresh,v110109,1.1.315,2.53
1991,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.46
1992,Canada,Food available,Peppers fresh,v110109,1.1.315,2.53
1992,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.46
1993,Canada,Food available,Peppers fresh,v110109,1.1.315,2.73
1993,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.58
1994,Canada,Food available,Peppers fresh,v110109,1.1.315,2.92
1994,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.69
1995,Canada,Food available,Peppers fresh,v110109,1.1.315,2.88
1995,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.66
1996,Canada,Food available,Peppers fresh,v110109,1.1.315,3.21
1996,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.85
1997,Canada,Food available,Peppers fresh,v110109,1.1.315,3.26
1997,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.88
1998,Canada,Food available,Peppers fresh,v110109,1.1.315,3.01
1998,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.74
1999,Canada,Food available,Peppers fresh,v110109,1.1.315,3.04
1999,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.76
2000,Canada,Food available,Peppers fresh,v110109,1.1.315,3.23
2000,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.86
2001,Canada,Food available,Peppers fresh,v110109,1.1.315,3.26
2001,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.88
2002,Canada,Food available,Peppers fresh,v110109,1.1.315,3.05
2002,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.76
2003,Canada,Food available,Peppers fresh,v110109,1.1.315,3.01
2003,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.73
2004,Canada,Food available,Peppers fresh,v110109,1.1.315,3.24
2004,Canada,Food available adjusted for losses,Peppers fresh,v41356755,1.2.315,1.87
